booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
743,61602,Cancelled,2017-01-04,2017-01-05,1,459,2534,644,2017-01-03
744,186088,Stayed,2017-01-19,2017-01-20,1,489,3314,701,2017-01-19
745,89579,Stayed,2017-01-18,2017-01-19,1,489,3444,728,2017-01-17
746,12781,Stayed,2017-01-14,2017-01-15,1,489,3119,660,2017-01-14
747,18009,Cancelled,2017-01-31,2017-02-01,1,522,2014,426,2017-01-31
748,62098,Stayed,2017-01-30,2017-01-31,1,522,2144,545,2017-01-29
749,143237,Cancelled,2017-01-29,2017-01-30,1,522,2599,550,2017-01-14
750,195338,Stayed,2017-01-23,2017-01-24,1,522,2144,453,2017-01-22
751,111153,Stayed,2017-01-21,2017-01-22,1,522,2599,550,2017-01-06
752,41471,Stayed,2017-01-19,2017-01-20,1,522,2144,472,2017-01-19
753,45089,Cancelled,2017-01-11,2017-01-12,1,522,1884,398,2017-01-10
754,3145,Stayed,2017-01-08,2017-01-09,1,522,1884,494,2017-01-08
755,41471,Stayed,2017-01-18,2017-01-19,1,522,2144,453,2017-01-18
756,77935,Stayed,2017-01-06,2017-01-07,1,522,1949,495,2017-01-05
757,16566,Cancelled,2017-01-28,2017-01-31,1,323,6755,1429,2017-01-26
758,26820,No Show,2017-01-26,2017-01-27,1,323,2274,481,2017-01-26
759,41471,Cancelled,2017-01-19,2017-01-20,1,323,2664,586,2017-01-18
760,41471,Cancelled,2017-01-18,2017-01-19,1,323,2469,523,2017-01-18
761,44356,Stayed,2017-01-07,2017-01-08,1,323,2339,594,2017-01-07
762,16744,Stayed,2017-01-06,2017-01-07,1,323,2339,594,2017-01-06
763,150171,Cancelled,2017-01-02,2017-01-03,1,655,3509,743,2017-01-02
764,62188,Stayed,2017-01-07,2017-01-10,1,478,7016,1781,2017-01-07
765,141740,Cancelled,2017-01-28,2017-01-29,1,483,2404,508,2017-01-28
766,46167,Cancelled,2017-02-26,2017-02-28,1,996,6757,1430,2017-01-27
767,69366,No Show,2017-01-27,2017-01-28,2,706,5522,1401,2017-01-27
768,68193,Cancelled,2017-02-17,2017-02-21,1,505,14035,2969,2017-01-19
769,137548,Stayed,2017-01-27,2017-01-28,1,505,2469,543,2017-01-26
770,69073,Stayed,2017-01-06,2017-01-07,1,505,2209,561,2017-01-05
771,15656,Cancelled,2017-02-27,2017-03-01,1,997,10267,2606,2017-01-18
772,66828,Cancelled,2017-02-20,2017-02-21,1,998,4744,1205,2017-01-23
773,109945,Cancelled,2017-02-01,2017-02-03,1,998,7082,1498,2017-01-31
774,72025,Stayed,2017-01-23,2017-01-24,1,877,2534,536,2017-01-23
775,33824,Stayed,2017-01-21,2017-01-22,1,877,2404,529,2017-01-21
776,33824,Cancelled,2017-01-21,2017-01-22,1,877,3184,673,2017-01-21
777,3929,Stayed,2017-01-08,2017-01-09,2,877,5327,1352,2017-01-08
778,3929,Stayed,2017-01-10,2017-01-11,1,877,3054,801,2017-01-09
779,3929,Stayed,2017-01-09,2017-01-10,2,877,5327,1397,2017-01-09
780,43827,Cancelled,2017-01-23,2017-01-24,1,808,4354,921,2017-01-21
781,96106,Stayed,2017-01-18,2017-01-21,1,808,6431,1632,2017-01-04
782,192192,Stayed,2017-01-20,2017-01-21,1,808,2209,561,2017-01-20
783,81480,Cancelled,2017-01-06,2017-01-07,1,808,2079,528,2017-01-06
784,7326,Stayed,2017-01-04,2017-01-05,1,808,1884,479,2017-01-04
785,7326,Stayed,2017-01-03,2017-01-04,1,808,1884,479,2017-01-03
786,57879,Cancelled,2017-01-03,2017-01-04,1,808,2794,710,2017-01-02
787,136170,Stayed,2017-01-28,2017-01-29,1,703,3184,701,2017-01-28
788,42878,Cancelled,2017-01-27,2017-01-30,2,703,19297,4245,2017-01-05
789,131261,Stayed,2017-01-09,2017-01-10,1,703,4029,1023,2017-01-09
790,134588,No Show,2017-01-24,2017-01-25,1,979,2989,759,2017-01-24
791,155740,Cancelled,2017-01-27,2017-01-28,1,342,3769,798,2017-01-27
792,131261,Cancelled,2017-01-05,2017-01-06,1,342,2339,594,2017-01-04
793,173521,Stayed,2017-01-10,2017-01-13,1,345,7601,1929,2017-01-07
794,153931,Cancelled,2017-01-24,2017-01-25,1,704,2079,440,2017-01-23
795,81775,Stayed,2017-01-20,2017-01-21,1,704,2144,453,2017-01-14
796,81775,Cancelled,2017-01-20,2017-01-21,1,704,2534,536,2017-01-11
797,81775,Cancelled,2017-01-23,2017-01-24,1,704,2469,523,2017-01-04
798,159297,Cancelled,2017-01-09,2017-01-13,1,164,14815,3134,2017-01-01
799,118118,Stayed,2017-01-01,2017-01-02,1,689,4224,893,2017-01-01
800,28143,Stayed,2017-01-22,2017-01-28,1,666,18712,4116,2017-01-12
801,28143,Stayed,2017-01-22,2017-01-25,1,666,8576,1887,2017-01-12
802,189822,Stayed,2017-01-12,2017-01-13,1,586,1689,372,2017-01-11
803,64904,Stayed,2017-01-21,2017-01-22,1,628,2427,534,2017-01-16
804,186338,Cancelled,2017-01-23,2017-01-25,2,628,8445,1786,2017-01-12
805,63569,No Show,2017-01-19,2017-01-20,1,628,1594,338,2017-01-19
806,97682,Cancelled,2017-01-15,2017-01-18,1,628,5214,1103,2017-01-12
807,177898,Cancelled,2017-01-10,2017-01-11,1,628,1495,380,2017-01-10
808,38803,Stayed,2017-01-05,2017-01-06,1,628,2597,550,2017-01-02
809,121394,Stayed,2017-01-03,2017-01-05,1,628,3726,789,2017-01-02
810,103317,Stayed,2017-01-03,2017-01-04,1,628,2236,568,2017-01-03
811,16808,Cancelled,2017-01-07,2017-01-08,2,599,3767,956,2017-01-07
812,100836,Cancelled,2017-02-02,2017-02-04,1,724,3637,770,2017-01-31
813,32986,Stayed,2017-01-31,2017-02-01,1,724,1559,343,2017-01-30
814,133215,Cancelled,2017-01-28,2017-01-30,1,724,5457,1155,2017-01-27
815,183351,Stayed,2017-01-25,2017-01-26,4,862,8528,1877,2017-01-25
816,106307,Stayed,2017-01-14,2017-01-15,2,862,2795,592,2017-01-14
817,158040,Cancelled,2017-01-29,2017-01-30,2,665,6107,1343,2017-01-23
818,121598,Stayed,2017-02-04,2017-02-06,1,192,6562,1388,2017-01-30
819,106973,Cancelled,2017-01-19,2017-01-20,1,192,3834,844,2017-01-19
820,177898,Stayed,2017-01-29,2017-01-30,1,514,2339,495,2017-01-29
821,177898,Cancelled,2017-01-29,2017-01-30,1,514,2339,495,2017-01-29
822,168301,Stayed,2017-01-27,2017-01-28,1,514,2404,508,2017-01-27
823,168301,Stayed,2017-01-26,2017-01-27,1,514,2404,508,2017-01-26
824,187164,Stayed,2017-01-09,2017-01-10,1,758,2859,726,2017-01-09
825,35857,Stayed,2017-01-13,2017-01-16,1,140,14621,3216,2017-01-13
826,63819,Cancelled,2017-01-27,2017-01-29,1,932,4547,963,2017-01-26
827,125092,Stayed,2017-01-16,2017-01-17,1,932,1559,330,2017-01-16
828,40151,Stayed,2017-01-15,2017-01-17,1,932,3247,824,2017-01-15
829,63819,Stayed,2017-01-27,2017-01-29,1,124,4402,968,2017-01-27
830,180731,Stayed,2017-01-21,2017-01-23,1,124,4607,975,2017-01-21
831,152455,Cancelled,2017-01-22,2017-01-24,1,124,6201,1312,2017-01-05
832,191500,Cancelled,2017-01-09,2017-01-10,1,124,2044,519,2017-01-07
833,148275,Stayed,2017-01-05,2017-01-06,1,124,1314,333,2017-01-05
834,16808,Stayed,2017-01-07,2017-01-08,2,268,4027,1022,2017-01-07
835,50419,Cancelled,2017-01-28,2017-01-30,1,585,5262,1157,2017-01-22
836,50419,Cancelled,2017-01-27,2017-01-30,1,585,6950,1764,2017-01-21
837,107726,Stayed,2017-01-19,2017-01-21,1,306,9812,2158,2017-01-18
838,107726,No Show,2017-01-19,2017-01-21,1,306,9812,2158,2017-01-18
839,73042,Stayed,2017-02-05,2017-02-07,1,919,3897,825,2017-01-29
840,101548,Stayed,2017-01-28,2017-01-29,1,373,2404,508,2017-01-28
841,27291,Stayed,2017-01-24,2017-01-25,1,373,2729,578,2017-01-24
842,185389,Stayed,2017-01-31,2017-02-01,1,886,3054,646,2017-01-31
843,89579,Cancelled,2017-01-28,2017-01-31,1,926,12281,2598,2017-01-28
844,43500,Stayed,2017-01-10,2017-01-12,1,330,11697,2969,2017-01-06
845,120340,Stayed,2017-01-04,2017-01-05,1,330,6499,1650,2017-01-04
846,120340,Stayed,2017-01-03,2017-01-04,1,330,6824,1502,2017-01-02
847,125127,No Show,2017-01-18,2017-01-19,1,329,6174,1359,2017-01-18
848,87662,Stayed,2017-02-17,2017-02-19,1,750,5977,1517,2017-01-26
849,146588,Stayed,2017-01-17,2017-01-18,1,750,2859,605,2017-01-16
850,13601,Stayed,2017-01-11,2017-01-12,1,750,3054,801,2017-01-11
851,82240,Cancelled,2017-02-01,2017-02-04,1,235,10397,2200,2017-01-26
852,59546,Stayed,2017-01-28,2017-01-29,1,235,3466,734,2017-01-28
853,59546,Stayed,2017-01-27,2017-01-28,1,235,2995,634,2017-01-27
854,162220,Stayed,2017-01-26,2017-01-27,1,235,3985,1012,2017-01-26
855,38733,Cancelled,2017-03-03,2017-03-07,1,136,21055,4454,2017-01-12
856,169224,Cancelled,2017-01-08,2017-01-09,1,136,5654,1436,2017-01-01
857,88774,Stayed,2017-01-17,2017-01-19,2,538,31585,6681,2017-01-17
858,132971,Stayed,2017-01-19,2017-01-21,1,804,9097,2001,2017-01-18
859,44047,Stayed,2017-01-03,2017-01-07,1,804,17155,3629,2017-01-02
860,18527,Stayed,2017-02-21,2017-02-23,1,226,4807,0,2017-01-12
861,2202,Stayed,2017-02-17,2017-02-19,1,226,6367,0,2017-01-26
862,2202,Stayed,2017-02-18,2017-02-19,3,226,9551,0,2017-01-26
863,151818,Stayed,2017-01-25,2017-01-26,1,226,2274,0,2017-01-24
864,81672,Cancelled,2017-01-10,2017-01-11,1,226,2404,0,2017-01-10
865,179662,Cancelled,2017-02-03,2017-02-04,1,540,3964,872,2017-01-25
866,21716,Cancelled,2017-02-14,2017-02-15,1,267,5719,1210,2017-01-29
867,132447,Stayed,2017-01-24,2017-01-25,2,267,11177,2459,2017-01-22
868,66504,Stayed,2017-01-14,2017-01-17,1,267,16766,3546,2017-01-13
869,21716,Stayed,2017-02-09,2017-02-10,1,267,5589,1183,2017-01-29
870,69610,Stayed,2017-01-22,2017-01-23,1,847,9554,2021,2017-01-21
871,100139,Stayed,2017-01-16,2017-01-18,1,234,8447,1858,2017-01-16
872,13794,Cancelled,2017-01-06,2017-01-07,1,234,4874,1278,2017-01-05
873,43903,Cancelled,2017-01-27,2017-01-28,1,885,1494,329,2017-01-27
874,75950,Stayed,2017-01-06,2017-01-07,1,885,2079,528,2017-01-06
875,198997,Cancelled,2017-01-06,2017-01-12,1,885,18057,4737,2017-01-06
876,75121,Cancelled,2017-01-20,2017-01-22,1,288,9812,2076,2017-01-17
877,67726,Stayed,2017-01-11,2017-01-12,1,288,3769,798,2017-01-11
878,194812,Cancelled,2017-02-06,2017-02-08,1,800,6822,1500,2017-01-31
879,44490,Stayed,2017-01-21,2017-01-22,1,800,5719,1210,2017-01-21
880,85307,Cancelled,2017-01-21,2017-01-22,1,800,5719,1210,2017-01-21
881,107187,Stayed,2017-01-12,2017-01-13,1,800,3704,783,2017-01-12
882,22257,Cancelled,2017-01-01,2017-01-02,1,800,3444,875,2017-01-01
883,97046,Cancelled,2017-03-10,2017-03-11,1,188,3184,673,2017-01-24
884,106210,Cancelled,2017-02-02,2017-02-03,1,188,2664,586,2017-01-31
885,106210,Stayed,2017-01-23,2017-01-24,1,188,2924,1238,2017-01-21
886,121674,Stayed,2017-01-14,2017-01-16,1,117,10917,2310,2017-01-14
887,48699,Stayed,2017-01-09,2017-01-11,1,117,9877,2507,2017-01-08
888,183245,Cancelled,2017-01-07,2017-01-08,1,117,5589,1419,2017-01-04
889,65208,Stayed,2017-01-01,2017-01-02,1,117,5589,1419,2017-01-01
890,48699,Stayed,2017-01-11,2017-01-12,1,96,5264,1381,2017-01-10
891,142265,Cancelled,2017-01-29,2017-01-30,1,68,2989,759,2017-01-29
892,90036,Stayed,2017-01-07,2017-01-08,1,68,5004,1271,2017-01-07
893,90036,Stayed,2017-01-06,2017-01-07,1,68,4029,1023,2017-01-05
894,168358,Stayed,2017-01-05,2017-01-06,1,68,4419,1122,2017-01-05
895,166300,Stayed,2017-01-01,2017-01-02,1,501,5004,1058,2017-01-01
896,14742,Stayed,2017-01-05,2017-01-06,1,546,6044,1535,2017-01-05
897,23705,Stayed,2017-01-24,2017-01-26,1,325,7472,1581,2017-01-24
898,37363,Cancelled,2017-02-06,2017-02-11,1,186,13644,3002,2017-01-22
899,71996,Stayed,2017-01-08,2017-01-10,1,186,5457,1385,2017-01-03
900,36718,Cancelled,2017-01-31,2017-02-01,1,111,2794,615,2017-01-30
901,23250,Stayed,2017-01-14,2017-01-15,1,500,2014,426,2017-01-14
902,137974,Stayed,2017-01-26,2017-01-27,1,261,2144,453,2017-01-26
903,133115,Stayed,2017-01-22,2017-01-23,1,261,2404,1018,2017-01-21
904,133115,Stayed,2017-01-20,2017-01-22,1,261,4222,893,2017-01-20
905,129376,Cancelled,2017-01-15,2017-01-16,1,261,2404,529,2017-01-15
906,141373,Stayed,2017-01-05,2017-01-06,1,261,2079,528,2017-01-04
907,141373,Stayed,2017-01-04,2017-01-05,1,261,2144,545,2017-01-03
908,179812,Stayed,2017-02-02,2017-02-03,1,59,1819,440,2017-01-31
909,37981,Stayed,2017-01-30,2017-01-31,1,59,1754,386,2017-01-30
910,137974,Stayed,2017-01-29,2017-01-30,1,59,2079,440,2017-01-29
911,67743,Cancelled,2017-01-27,2017-01-28,1,59,2144,545,2017-01-26
912,37981,Cancelled,2017-01-19,2017-01-20,1,59,2274,501,2017-01-18
913,132187,Stayed,2017-01-19,2017-01-20,1,59,2079,440,2017-01-19
914,141064,Cancelled,2017-01-23,2017-01-24,1,59,2209,468,2017-01-22
915,161333,Stayed,2017-01-08,2017-01-09,1,59,1559,396,2017-01-08
916,127919,Stayed,2017-01-08,2017-01-09,1,59,1559,396,2017-01-08
917,68922,Stayed,2017-01-07,2017-01-08,1,59,2339,594,2017-01-06
918,37981,Stayed,2017-01-04,2017-01-05,1,59,1884,494,2017-01-04
919,143977,Stayed,2017-01-15,2017-01-16,2,965,4027,853,2017-01-15
920,143977,Cancelled,2017-01-15,2017-01-16,2,965,4027,886,2017-01-15
921,71704,Stayed,2017-01-31,2017-02-01,1,670,1754,371,2017-01-31
922,190240,Stayed,2017-01-17,2017-01-18,1,670,1689,429,2017-01-17
923,163001,Stayed,2017-01-14,2017-01-15,1,670,1819,385,2017-01-14
924,61396,Cancelled,2017-01-07,2017-01-08,2,670,6367,1616,2017-01-06
925,151754,Stayed,2017-01-28,2017-01-29,1,324,1884,398,2017-01-28
926,44199,Cancelled,2017-02-01,2017-02-02,1,217,2274,578,2017-01-31
927,135873,Stayed,2017-01-11,2017-01-12,1,217,1559,409,2017-01-11
928,133115,Stayed,2017-01-06,2017-01-09,1,217,7211,1830,2017-01-06
929,173243,Cancelled,2017-02-02,2017-02-03,1,162,2172,477,2017-01-27
930,140493,No Show,2017-01-31,2017-02-01,2,162,4446,941,2017-01-27
931,140493,No Show,2017-01-31,2017-02-01,2,162,4446,941,2017-01-27
932,108885,No Show,2017-01-28,2017-01-29,1,162,3563,754,2017-01-26
933,173243,Cancelled,2017-02-16,2017-02-17,1,162,3424,725,2017-01-27
934,14623,Cancelled,2017-01-18,2017-01-19,1,162,2726,576,2017-01-18
935,140493,No Show,2017-01-16,2017-01-17,3,162,6915,1463,2017-01-14
936,140493,No Show,2017-01-15,2017-01-16,2,162,5364,1135,2017-01-15
937,140493,No Show,2017-01-13,2017-01-14,1,162,2371,502,2017-01-13
938,140493,Cancelled,2017-01-13,2017-01-14,2,162,4826,1021,2017-01-13
939,140493,No Show,2017-01-12,2017-01-13,1,162,2487,526,2017-01-12
940,15533,Stayed,2017-01-09,2017-01-10,1,162,3901,990,2017-01-09
941,140493,No Show,2017-01-09,2017-01-10,2,162,3765,956,2017-01-09
942,140493,Cancelled,2017-01-09,2017-01-10,1,162,1882,477,2017-01-09
943,60406,Stayed,2017-01-06,2017-01-07,1,162,2588,657,2017-01-06
944,140493,No Show,2017-01-22,2017-01-23,1,162,2659,562,2017-01-22
945,140493,No Show,2017-01-22,2017-01-23,2,162,5317,1125,2017-01-22
946,140493,No Show,2017-01-06,2017-01-07,2,162,6786,1723,2017-01-06
947,60406,Cancelled,2017-01-06,2017-01-07,1,162,3649,926,2017-01-05
948,17878,Cancelled,2017-01-06,2017-01-07,1,162,2484,630,2017-01-03
949,35923,Cancelled,2017-01-04,2017-01-05,1,162,1665,422,2017-01-04
950,173243,Cancelled,2017-02-02,2017-02-03,1,203,3184,1045,2017-01-23
951,31449,Stayed,2017-01-29,2017-01-30,1,203,2469,523,2017-01-29
952,21694,Cancelled,2017-01-23,2017-01-24,1,203,2274,481,2017-01-22
953,185192,Stayed,2017-01-16,2017-01-18,1,203,4157,880,2017-01-06
954,114490,Stayed,2017-01-16,2017-01-17,1,203,2339,495,2017-01-16
955,33926,Stayed,2017-01-15,2017-01-16,1,203,2469,523,2017-01-10
956,39744,Cancelled,2017-01-15,2017-01-16,1,203,2924,743,2017-01-11
957,38870,Cancelled,2017-01-27,2017-01-28,1,651,2924,618,2017-01-27
958,100536,Cancelled,2017-01-31,2017-02-01,1,574,2404,508,2017-01-31
959,192084,Cancelled,2017-01-28,2017-01-29,1,574,3054,646,2017-01-27
960,180029,Stayed,2017-01-27,2017-01-28,1,574,2404,508,2017-01-27
961,192084,Cancelled,2017-01-27,2017-01-28,1,574,2404,508,2017-01-27
962,3424,Stayed,2017-01-25,2017-01-26,1,574,2599,550,2017-01-25
963,21694,No Show,2017-01-23,2017-01-24,1,574,2079,440,2017-01-21
964,192084,Stayed,2017-01-20,2017-01-21,1,574,2534,536,2017-01-19
965,83686,Stayed,2017-01-14,2017-01-15,1,574,2404,508,2017-01-10
966,21694,No Show,2017-01-13,2017-01-14,1,574,2404,508,2017-01-11
967,162727,Stayed,2017-01-21,2017-01-22,1,574,2664,586,2017-01-18
968,43287,Stayed,2017-01-12,2017-01-13,1,685,2014,426,2017-01-10
969,171124,Cancelled,2017-01-22,2017-01-23,1,569,2729,578,2017-01-13
970,19964,Cancelled,2017-01-22,2017-01-23,2,44,4547,963,2017-01-21
971,109075,Stayed,2017-01-20,2017-01-21,1,44,1884,415,2017-01-20
972,165241,Cancelled,2017-01-14,2017-01-16,1,44,4677,1187,2017-01-14
973,86742,Stayed,2017-01-11,2017-01-12,2,44,3962,1005,2017-01-11
974,8380,Stayed,2017-01-11,2017-01-12,1,44,1624,343,2017-01-11
975,119441,Cancelled,2017-10-12,2017-10-17,1,777,18194,0,2017-01-21
976,45445,Stayed,2017-01-12,2017-01-13,1,777,1884,479,2017-01-12
977,56694,Cancelled,2017-01-02,2017-01-03,1,777,2794,591,2017-01-02
978,162221,Cancelled,2017-01-16,2017-01-20,1,206,14035,3088,2017-01-10
979,61254,Stayed,2017-01-31,2017-02-01,1,677,1949,413,2017-01-31
980,72253,Cancelled,2017-02-13,2017-02-14,1,677,3054,646,2017-01-17
981,55090,Stayed,2017-01-31,2017-02-01,1,677,1949,495,2017-01-31
982,92590,Cancelled,2017-01-28,2017-01-29,1,677,3119,660,2017-01-04
983,56694,Cancelled,2017-01-27,2017-01-28,1,677,2339,495,2017-01-27
984,4675,Stayed,2017-01-13,2017-01-14,1,677,2404,508,2017-01-05
985,199293,Stayed,2017-01-07,2017-01-08,1,677,2274,578,2017-01-07
986,106210,Stayed,2017-02-01,2017-02-02,1,594,2673,589,2017-01-29
987,133740,Stayed,2017-01-30,2017-02-02,1,594,8206,0,2017-01-30
988,164983,Stayed,2017-01-28,2017-01-29,1,594,2785,590,2017-01-28
989,87768,Stayed,2017-01-17,2017-01-20,1,594,9887,2510,2017-01-16
990,87768,Stayed,2017-01-15,2017-01-17,1,594,5330,1128,2017-01-14
991,87768,Cancelled,2017-01-17,2017-01-21,1,594,13151,3339,2017-01-16
992,72674,Stayed,2017-01-11,2017-01-14,1,594,11384,2987,2017-01-11
993,72656,Cancelled,2017-01-09,2017-01-13,1,614,11695,2969,2017-01-05
994,170174,Cancelled,2017-02-05,2017-02-06,1,751,5069,1073,2017-01-28
995,43500,Stayed,2017-01-16,2017-01-17,1,751,5004,1058,2017-01-10
996,162418,Stayed,2017-01-12,2017-01-13,1,751,4029,853,2017-01-11
997,195264,Cancelled,2017-01-12,2017-01-13,1,751,4289,908,2017-01-11
998,158173,Stayed,2017-01-03,2017-01-04,1,754,4744,1205,2017-01-03
999,72656,Stayed,2017-01-09,2017-01-13,1,509,12215,3101,2017-01-05
1000,71428,Stayed,2017-01-28,2017-01-29,1,736,3899,825,2017-01-28
1001,32661,Stayed,2017-02-19,2017-02-20,1,252,2506,530,2017-02-19
1002,77901,Stayed,2017-02-17,2017-02-18,1,252,2573,545,2017-02-14
1003,36635,Stayed,2017-02-16,2017-02-17,1,252,2616,553,2017-02-15
1004,36635,Stayed,2017-02-14,2017-02-16,1,252,5478,1159,2017-02-11
1005,193104,Stayed,2017-02-12,2017-02-14,1,252,5502,1164,2017-02-12
1006,77745,Cancelled,2017-03-11,2017-03-14,1,571,14750,3121,2017-02-28
1007,170174,Stayed,2017-02-16,2017-02-17,1,571,3769,798,2017-02-16
1008,170174,Stayed,2017-02-14,2017-02-16,1,571,8382,1844,2017-02-11
1009,164004,Stayed,2017-02-12,2017-02-13,1,571,4614,976,2017-02-12
1010,122584,Stayed,2017-02-08,2017-02-11,1,571,12539,2652,2017-02-07
1011,66762,Cancelled,2017-03-04,2017-03-05,1,109,3184,673,2017-02-26
1012,145104,Stayed,2017-02-18,2017-02-19,1,109,2859,605,2017-02-18
1013,66762,Stayed,2017-02-15,2017-02-16,1,109,2664,563,2017-02-13
1014,106508,Stayed,2017-02-13,2017-02-14,1,109,2664,563,2017-02-13
1015,73210,Stayed,2017-02-11,2017-02-12,1,109,4354,921,2017-02-11
1016,66762,Cancelled,2017-02-11,2017-02-12,1,109,3639,770,2017-02-02
1017,52850,Stayed,2017-02-06,2017-02-10,1,109,14149,2993,2017-02-05
1018,20855,Stayed,2017-02-06,2017-02-07,1,109,2534,558,2017-02-06
1019,20855,Cancelled,2017-02-06,2017-02-07,1,109,2534,536,2017-02-06
1020,161206,Stayed,2017-02-28,2017-03-01,1,109,2924,618,2017-02-27
1021,106508,Stayed,2017-02-26,2017-02-27,1,109,2664,563,2017-02-26
1022,86029,Stayed,2017-02-25,2017-02-26,1,109,3769,798,2017-02-25
1023,193036,Cancelled,2017-03-06,2017-03-08,1,88,5580,1180,2017-02-20
1024,9197,Cancelled,2017-03-03,2017-03-05,1,88,6388,1352,2017-02-24
1025,193036,Cancelled,2017-03-04,2017-03-08,1,88,11575,2449,2017-02-23
1026,47963,Stayed,2017-02-21,2017-02-22,1,88,2349,497,2017-02-21
1027,47963,Stayed,2017-02-20,2017-02-21,1,88,1837,388,2017-02-20
1028,193036,Stayed,2017-02-08,2017-02-13,1,88,15087,3191,2017-02-07
1029,27876,Stayed,2017-02-10,2017-02-11,1,88,2283,483,2017-02-10
1030,151259,Cancelled,2017-02-07,2017-02-08,1,88,2913,739,2017-02-07
1031,24582,Stayed,2017-02-04,2017-02-06,1,88,4966,1051,2017-02-03
1032,144909,Cancelled,2017-02-11,2017-02-12,1,755,4289,908,2017-02-09
1033,154812,Cancelled,2017-02-09,2017-02-10,1,859,1494,316,2017-02-09
1034,105919,Cancelled,2017-02-19,2017-02-20,2,232,5533,1218,2017-02-18
1035,123102,Stayed,2017-02-05,2017-02-06,1,232,1836,388,2017-02-05
1036,187153,Stayed,2017-02-03,2017-02-05,1,232,5962,1514,2017-02-02
1037,98294,Cancelled,2017-02-10,2017-02-11,1,195,2404,508,2017-02-10
1038,192119,Stayed,2017-02-04,2017-02-05,1,195,1819,385,2017-02-02
1039,192914,Stayed,2017-02-16,2017-02-17,1,468,3249,825,2017-02-16
1040,135672,Cancelled,2017-02-12,2017-02-13,1,468,3184,673,2017-02-12
1041,46097,Stayed,2017-02-03,2017-02-05,1,194,5132,1302,2017-02-02
1042,19943,Stayed,2017-03-03,2017-03-04,1,684,3574,756,2017-02-26
1043,66598,Stayed,2017-02-27,2017-02-28,1,160,3184,673,2017-02-27
1044,125092,Stayed,2017-02-27,2017-02-28,1,160,2664,563,2017-02-26
1045,67529,Stayed,2017-03-04,2017-03-05,1,486,2664,677,2017-02-28
1046,46444,Cancelled,2017-03-04,2017-03-08,1,486,11435,2516,2017-02-03
1047,141430,Cancelled,2017-02-27,2017-02-28,1,486,2209,561,2017-02-27
1048,130739,Stayed,2017-02-16,2017-02-17,1,486,2599,572,2017-02-15
1049,83896,Stayed,2017-02-14,2017-02-16,1,486,5132,1086,2017-02-14
1050,130739,Stayed,2017-02-06,2017-02-07,1,486,2144,472,2017-02-05
1051,105620,Stayed,2017-02-22,2017-02-23,1,128,2924,618,2017-02-21
1052,105620,Cancelled,2017-02-22,2017-02-23,1,128,2924,618,2017-02-21
1053,105620,Stayed,2017-02-21,2017-02-22,1,128,2924,618,2017-02-21
1054,42849,Cancelled,2017-02-18,2017-02-19,1,812,2144,453,2017-02-18
1055,153697,Stayed,2017-02-10,2017-02-11,1,812,2209,468,2017-02-09
1056,112514,Cancelled,2017-02-16,2017-02-20,1,250,10785,2373,2017-02-08
1057,122584,Cancelled,2017-03-06,2017-03-08,1,846,7017,1485,2017-02-28
1058,192208,Cancelled,2017-02-07,2017-02-08,1,846,2924,618,2017-02-07
1059,138055,Cancelled,2017-02-20,2017-02-21,1,107,3314,701,2017-02-20
1060,59986,Stayed,2017-02-03,2017-02-04,1,383,3054,646,2017-02-03
1061,37827,Cancelled,2017-04-24,2017-04-26,2,274,12475,2639,2017-02-23
1062,75173,Stayed,2017-02-13,2017-02-14,1,56,2729,578,2017-02-12
1063,32581,No Show,2017-02-15,2017-02-17,1,56,3448,759,2017-02-15
1064,166201,Stayed,2017-06-01,2017-06-03,1,583,6757,1430,2017-02-28
1065,65516,No Show,2017-02-12,2017-02-13,1,583,2144,545,2017-02-12
1066,62006,Stayed,2017-03-02,2017-03-03,1,245,2327,493,2017-02-28
1067,62006,Stayed,2017-02-28,2017-03-02,1,245,4675,989,2017-02-27
1068,62006,Cancelled,2017-02-27,2017-03-02,1,245,6868,1453,2017-02-27
1069,40906,Stayed,2017-02-25,2017-02-26,1,245,2573,567,2017-02-25
1070,186686,No Show,2017-02-11,2017-02-12,1,245,3032,641,2017-02-11
1071,14874,Stayed,2017-02-04,2017-02-06,2,432,12735,2694,2017-02-04
1072,124252,Stayed,2017-03-07,2017-03-08,1,944,3045,645,2017-02-26
1073,169265,Cancelled,2017-02-12,2017-02-13,1,944,1990,438,2017-02-08
1074,43860,Stayed,2017-02-07,2017-02-08,1,944,2558,541,2017-02-07
1075,100305,Stayed,2017-03-01,2017-03-03,1,295,5392,1141,2017-02-28
1076,124252,Cancelled,2017-03-07,2017-03-08,1,295,3119,660,2017-02-25
1077,193154,Cancelled,2017-02-21,2017-02-24,1,295,8771,1929,2017-02-20
1078,99071,Stayed,2017-02-09,2017-02-11,1,295,5652,1196,2017-02-02
1079,33824,No Show,2017-02-08,2017-02-09,1,295,2534,536,2017-02-08
1080,77745,Cancelled,2017-03-11,2017-03-14,1,86,7773,1645,2017-02-03
1081,57801,Stayed,2017-02-28,2017-03-01,1,86,1945,411,2017-02-27
1082,75795,Stayed,2017-02-26,2017-02-28,1,86,3656,773,2017-02-26
1083,57801,Stayed,2017-02-27,2017-02-28,1,86,1777,376,2017-02-26
